site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,,,1999,1999,1665,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,1999,1999,149,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,,,2000,2000,1335,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2000,2000,296,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,,,2001,2001,692,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2001,2001,288,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,,,2002,2002,1025,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2002,2002,639,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2003,2003,644,1,nests,ground,<strong>Fraser  W. R.  </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods  collected at Palmer Station Antarctica research area  1991 - present. dataset.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2004,2004,753,1,nests,ground,<strong>Fraser  W. R.  </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods  collected at Palmer Station Antarctica research area  1991 - present. dataset.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2005,2005,902,1,nests,ground,<strong>Fraser  W. R.  </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods  collected at Palmer Station Antarctica research area  1991 - present. dataset.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2006,2006,977,1,nests,ground,<strong>Fraser  W. R.  </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods  collected at Palmer Station Antarctica research area  1991 - present. dataset.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,,,2009,2009,594,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2009,2009,2401,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,15,12,2010,2010,531,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,,,2010,2010,539,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,15,12,2010,2010,2372,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2010,2010,2404,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,,,2011,2011,567,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2011,2011,3081,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,ad{\'e}lie penguin,,,2012,2012,522,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Biscoe Point,BISC,48.1,-63.77749999999999,-64.81139999999965,gentoo penguin,,,2012,2012,3197,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2014a</i>. Management plan for Antarctic Specially Protected Area No. 139: Biscoe Point  Anvers Island  Palmer Archipelago. Measure 6  Final Report of the Thirty-seventh Antarctic Treaty Consultative Meeting  Brasilia  Brasil.
Blake Island,BLAK,48.1,-59.03029999999998,-63.64899999999951,chinstrap penguin,18,1,1987,1986,10,3,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Blake Island,BLAK,48.1,-59.03029999999998,-63.64899999999951,chinstrap penguin,,,1990,1990,10,4,nests,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Bolingen/Lichen Island,BOLI,58.4.2,75.74739999999997,-69.45599999999992,ad{\'e}lie penguin,15,12,1981,1981,465,1,nests,aerial,<strong>Whitehead  M. D. and G. W. Johnstone  </strong><i> 1990</i>. The distribution and estimated abundance of Ad&#233;lie penguins breeding in Prydz Bay  Antarctica. In M. Fukuchi  Y. Ino  Y. Naito  Y. Ohyama  and M. Takahashi  editors  Proceedings of the NIPR Symposium on Polar Biology  volume 3  pages 91-98  Tokyo  Japan. National Institute of Polar Research.
Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.73189999999998,-67.72329999999987,ad{\'e}lie penguin,9,2,1984,1983,700,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.73189999999998,-67.72329999999987,ad{\'e}lie penguin,8,1,2008,2007,1424,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.73189999999998,-67.72329999999987,ad{\'e}lie penguin,14,12,2008,2008,2859,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.73189999999998,-67.72329999999987,ad{\'e}lie penguin,7,2,2010,2009,4094,2,chicks,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.73189999999998,-67.72329999999987,ad{\'e}lie penguin,3,1,2011,2010,2261,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.73189999999998,-67.72329999999987,ad{\'e}lie penguin,11,1,2013,2012,2284,1,nests,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Cape Bowles,BOWL,48.1,-54.09099999999999,-61.31599999999906,ad{\'e}lie penguin,16,12,1976,1976,60,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Cape Bowles,BOWL,48.1,-54.09099999999999,-61.31599999999906,chinstrap penguin,25,12,1976,1976,33000,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Cape Bowles,BOWL,48.1,-54.09099999999999,-61.31599999999906,ad{\'e}lie penguin,12,12,2006,2006,395,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Bowman Island,BOWM,58.4.1,103.06999999999998,-65.15999999999968,emperor penguin,,,1960,1960,1500,5,adults,,<strong>Wilson  G.  </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge  volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Bowman Island,BOWM,58.4.1,103.06999999999998,-65.15999999999968,emperor penguin,26,10,2009,2009,1609,2,adults,vhr,<strong>Fretwell  P. T.  M. A. LaRue  P. Morin  G. L. Kooyman  B. Wienecke  N. Ratcliffe  A. J. Fox  A. H. Fleming  C. Porter  and P. N. Trathan  </strong><i> 2012</i>. An emperor penguin population estimate: The first global  synoptic survey of a species from space. PLoS ONE 7:e33751.
Boyer Rocks,BOYE,48.1,-59.03709999999999,-63.5829499999995,chinstrap penguin,18,1,1987,1986,200,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Boyer Rocks,BOYE,48.1,-59.03709999999999,-63.5829499999995,chinstrap penguin,,,1990,1990,235,4,nests,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Byewater Point (south),BPTS,48.1,-61.52626899999998,-62.77469499999936,chinstrap penguin,4,2,1987,1986,2500,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Brash Island,BRAS,48.1,-54.914166999999985,-63.386388999999475,ad{\'e}lie penguin,24,2,2000,1999,166078,5,nests,landsat,<strong>Lynch  H. J. and M. R. Schwaller  </strong><i> 2014</i>. Mapping the abundance and distribution of Ad&#233;lie penguins using Landsat-7: First steps towards an integrated multi-sensor pipeline for tracking populations at the continental scale. PLoS ONE 9:e113301.
Brash Island,BRAS,48.1,-54.914166999999985,-63.386388999999475,ad{\'e}lie penguin,17,12,2015,2015,94951,2,nests,uav,<strong>Borowicz  A.  P. McDowall  C. Youngflesh  T. Sayre-McCord  G. Clucas  R. Herman  S. Forrest  M. Rider  M. Schwaller  T. Hart  S. Jenouvrier  M. Polito  H. Singh  and H. J. Lynch  </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.
Brash Island,BRAS,48.1,-54.914166999999985,-63.386388999999475,gentoo penguin,17,12,2015,2015,2270,1,nests,ground,<strong>Borowicz  A.  P. McDowall  C. Youngflesh  T. Sayre-McCord  G. Clucas  R. Herman  S. Forrest  M. Rider  M. Schwaller  T. Hart  S. Jenouvrier  M. Polito  H. Singh  and H. J. Lynch  </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.
Brattstrand Bluff,BRAT,58.4.2,76.99949999999998,-69.21569999999993,ad{\'e}lie penguin,15,12,1981,1981,5259,1,nests,aerial,<strong>Whitehead  M. D. and G. W. Johnstone  </strong><i> 1990</i>. The distribution and estimated abundance of Ad&#233;lie penguins breeding in Prydz Bay  Antarctica. In M. Fukuchi  Y. Ino  Y. Naito  Y. Ohyama  and M. Takahashi  editors  Proceedings of the NIPR Symposium on Polar Biology  volume 3  pages 91-98  Tokyo  Japan. National Institute of Polar Research.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,9,12,1983,1983,1882,1,nests,aerial photo,<strong>Card&#232;  J.  </strong><i> 2015</i>. Ad&#233;lie Penguin (<i>Pygoscelis adeliae</i>) population trends in Cape Bird  Antarctica  1956-2009: A response to climate change  competitive release and commercial fishing. undergraduate thesis.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1983,1983,2237,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1984,1984,2033,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1985,1985,2679,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1986,1986,2878,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1987,1987,3134,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1988,1988,2648,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1989,1989,2392,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1990,1990,1609,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1991,1991,2008,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1992,1992,2501,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1993,1993,1438,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1994,1994,1875,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1995,1995,2490,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1996,1996,2299,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1997,1997,3212,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1998,1998,2632,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,1999,1999,3333,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2000,2000,3316,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2001,2001,1834,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2002,2002,2357,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2003,2003,1886,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2004,2004,2674,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2005,2005,3965,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2006,2006,3261,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2007,2007,3443,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2009,2009,4333,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2010,2010,4518,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2011,2011,2534,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2012,2012,4912,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird Middle,BRDM,88.1,166.41869999999997,-77.23039299999999,ad{\'e}lie penguin,,12,2013,2013,4343,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1982,1982,23307,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,9,12,1983,1983,26378,1,nests,aerial photo,<strong>Card&#232;  J.  </strong><i> 2015</i>. Ad&#233;lie Penguin (<i>Pygoscelis adeliae</i>) population trends in Cape Bird  Antarctica  1956-2009: A response to climate change  competitive release and commercial fishing. undergraduate thesis.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1983,1983,31878,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1984,1984,27308,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1985,1985,36233,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1986,1986,37721,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1987,1987,41391,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1988,1988,33247,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1989,1989,27505,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1990,1990,22908,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1991,1991,24906,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1992,1992,28905,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1993,1993,14928,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1994,1994,21914,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1995,1995,24565,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1996,1996,23305,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1997,1997,32697,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1998,1998,25440,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Cape Bird North,BRDN,88.1,166.44588999999993,-77.21448299999997,ad{\'e}lie penguin,,12,1999,1999,32353,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
